,Item_Code,Item_Type,Item_Fat_Content,Item_Type_Cluster,Is_Misc_Item,Item_MRP,Mean_LogSale_per_Item_Identifier,Mean_LogSale_per_Outlet_Identifier,Mean_LogSale_per_Item_Profile,Sales_to_MRP,Item_Profile,Outlet_Type,Outlet_Age,Item_Profile_Freq_Bin,Median_Log_Sales_ItemCluster_OutletType,Median_Log_Sales_per_Outlet,Median_Log_Sales_per_Item_Cluster,Median_Log_Sales_per_ItemProfile_OutletType,MRP_per_Year,Median_Log_Sales_Per_City_Tier,Median_MRP_ItemType_Per_Tier,MRP_Deviation_From_Tier_Median,Abs_MRP_Deviation,Median_Log_Sales_per_Item_OutletType,Median_Sales_per_Item_OutletType
7757,2,9,0,2,0,170.5422,5.84610461518629,7.451082142602913,7.3503441987098865,18.200536875916924,15,1,23,0,7.661010252118305,7.515314505368987,7.550937125130511,7.716940685013205,7.414878260869566,7.60342826700307,156.4656,14.076600000000012,14.076600000000012,7.716940685013205,2245.0776
6568,1,0,0,4,0,245.4118,7.719650901708285,7.4805229744783714,7.147534529590462,27.176030655412657,3,1,38,0,7.583980893998901,7.626403080219326,7.49294468503679,7.47630269409516,6.458205263157895,7.502907590270665,119.744,125.6678,125.6678,7.47630269409516,1764.7029
2623,1,13,0,4,0,107.6622,7.494372198991162,7.504907891182779,7.373886730860339,10.816091441564453,12,1,18,0,7.583980893998901,7.603926109403291,7.49294468503679,7.644097476216769,5.981233333333333,7.60342826700307,143.8102,-36.14800000000001,36.14800000000001,7.644097476216769,2087.283
7483,1,5,0,4,0,188.9898,6.862176994507083,7.549659490047381,7.241839213755741,22.768770589735517,8,1,21,0,7.583980893998901,7.654563787922667,7.49294468503679,7.525417416584517,8.999514285714286,7.60342826700307,141.5838,47.406000000000006,47.406000000000006,7.525417416584517,1853.5872
6707,1,4,1,3,0,197.0794,7.942610252047421,7.577155594126957,7.344685351703342,23.75644334212505,7,1,21,0,7.609222379182855,7.654563787922667,7.494797222203446,7.6200566468552,9.384733333333331,7.60342826700307,150.03789999999998,47.04150000000001,47.04150000000001,7.571016267748703,1940.1412
7421,1,6,1,3,0,238.6564,7.671457656629242,7.454404589071041,7.327570953546424,14.981144440291578,9,1,38,0,7.609222379182855,7.626403080219326,7.494797222203446,7.626406450193304,6.280431578947368,7.502907590270665,132.8626,105.7938,105.7938,7.626406450193304,2050.664
731,1,10,1,3,0,45.5718,6.200192366932162,7.4773228928017215,7.284249183209096,22.820682966220332,10,1,38,0,7.609222379182855,7.626403080219326,7.494797222203446,7.60872716652003,1.1992578947368422,7.502907590270665,143.7812,-98.20940000000002,98.20940000000002,7.60872716652003,2014.7108
7943,2,9,0,2,0,33.6216,5.637543538132412,8.039122097700634,7.342334633911306,27.803055178813636,15,3,40,0,8.121466470910779,8.121466470910779,7.550937125130511,8.137556285019322,0.8405400000000001,7.502907590270665,153.7498,-120.1282,120.1282,8.137556285019322,3419.5488
4100,1,10,0,3,0,196.6426,7.790888517215085,7.4773228928017215,7.284249183209096,26.14544152691229,10,1,38,0,7.609222379182855,7.626403080219326,7.494797222203446,7.60872716652003,5.174805263157895,7.502907590270665,143.7812,52.861399999999975,52.861399999999975,7.60872716652003,2014.7108
8111,0,7,0,0,0,60.6878,6.667498861727656,7.530050480329019,7.254211420034652,5.990113334146236,1,1,18,0,7.468544092939159,7.603926109403291,7.383310345446207,7.512409112249449,3.3715444444444445,7.60342826700307,145.8918,-85.20399999999998,85.20399999999998,7.512409112249449,1829.6184
4158,1,5,0,4,0,40.3454,5.998248231136379,7.549659490047381,7.241839213755741,19.753493582911563,8,1,21,0,7.583980893998901,7.654563787922667,7.49294468503679,7.525417416584517,1.921209523809524,7.60342826700307,141.5838,-101.2384,101.2384,7.525417416584517,1853.5872
2730,1,0,0,4,0,247.5118,7.885150392556894,7.506569377653555,7.181712986424338,9.97979894291909,3,1,18,0,7.583980893998901,7.603926109403291,7.49294468503679,7.47630269409516,13.750655555555555,7.60342826700307,111.4544,136.05739999999997,136.05739999999997,7.47630269409516,1764.7029
1240,1,4,1,3,0,113.2518,7.133591043037239,8.040429555045952,7.356158082442826,30.15893787118615,7,3,40,0,8.191943178961345,8.121466470910779,7.494797222203446,8.154039832320759,2.831295,7.502907590270665,151.934,-38.6822,38.6822,8.142216938353288,3435.528
2613,1,13,0,4,0,105.5622,7.194118892365159,5.5465157218332095,7.353094745785227,2.0056838527427434,12,0,40,0,5.558089741325828,5.584702693357622,7.49294468503679,5.738475573655711,2.639055,7.305455015205315,147.5247,-41.96249999999999,41.96249999999999,5.738475573655711,309.597
4220,1,1,1,4,0,157.5288,7.645930451882881,7.545309431231203,7.324291236205294,9.974607817745069,4,1,18,0,7.583980893998901,7.603926109403291,7.49294468503679,7.591680300741563,8.7516,7.60342826700307,126.252,31.276799999999994,31.276799999999994,7.591680300741563,1980.755
7723,1,6,0,3,0,184.8266,8.185559896555988,7.448250849711377,7.327570953546424,14.96753714021683,9,1,23,0,7.609222379182855,7.515314505368987,7.494797222203446,7.626406450193304,8.035939130434784,7.60342826700307,147.6418,37.18480000000002,37.18480000000002,7.626406450193304,2050.664
5004,1,0,0,4,0,46.4744,6.278856350579827,7.573811673196162,7.194959824287667,20.45776599590312,3,1,21,0,7.583980893998901,7.654563787922667,7.49294468503679,7.47630269409516,2.2130666666666667,7.60342826700307,111.4544,-64.98,64.98,7.47630269409516,1764.7029
8019,1,4,0,3,0,173.0106,7.435264141470594,7.514959487516445,7.344685351703342,20.76937829242832,7,1,26,0,7.609222379182855,7.584319360533787,7.494797222203446,7.6200566468552,6.654253846153846,7.305455015205315,145.0128,27.99780000000001,27.99780000000001,7.571016267748703,1940.1412
5419,2,9,0,2,0,143.3786,6.754353096915222,7.497239398596627,7.345772993646435,6.0460319740881845,15,1,28,0,7.661010252118305,7.573942169284693,7.550937125130511,7.716940685013205,5.120664285714286,7.305455015205315,151.4195,-8.040899999999993,8.040899999999993,7.716940685013205,2245.0776
2526,1,5,1,4,0,144.676,7.898136085690645,7.545309431231203,7.285824669244764,27.335923028007404,8,1,18,0,7.583980893998901,7.603926109403291,7.49294468503679,7.525417416584517,8.037555555555555,7.60342826700307,141.5838,3.092199999999991,3.092199999999991,7.525417416584517,1853.5872
7586,1,0,1,4,0,165.5868,7.91633100380629,8.010825440111935,7.147534529590462,32.64127575386446,3,3,40,0,8.122652592960296,8.121466470910779,7.49294468503679,8.054386259708407,4.139670000000001,7.502907590270665,119.744,45.84280000000001,45.84280000000001,8.054386259708407,3146.5708
4532,1,13,1,4,0,41.048,5.866663159119717,7.573811673196162,7.373886730860339,11.678425258234263,12,1,21,0,7.583980893998901,7.654563787922667,7.49294468503679,7.644097476216769,1.9546666666666668,7.60342826700307,143.8102,-102.7622,102.7622,7.644097476216769,2087.283
2640,0,14,0,0,0,161.0236,6.124216945195915,7.497239398596627,7.219593462642982,8.004968215839167,2,1,28,0,7.468544092939159,7.573942169284693,7.383310345446207,7.444698686167708,5.750842857142857,7.305455015205315,144.3128,16.710799999999978,16.710799999999978,7.444698686167708,1709.7744
6473,1,10,0,3,0,38.5822,6.177586742911202,7.542041168091658,7.295400944042438,9.16328773372177,10,1,26,0,7.609222379182855,7.584319360533787,7.494797222203446,7.60872716652003,1.4839307692307693,7.305455015205315,140.318,-101.7358,101.7358,7.60872716652003,2014.7108
605,1,0,1,4,0,98.1726,6.956864425206649,7.572055538390191,7.147534529590462,4.984720787673952,3,1,21,0,7.583980893998901,7.654563787922667,7.49294468503679,7.47630269409516,4.674885714285715,7.60342826700307,111.4544,-13.281800000000004,13.281800000000004,7.47630269409516,1764.7029
4476,1,6,0,3,0,89.583,5.544456530969995,7.464363843279843,7.330424462937938,20.06697699340276,9,1,38,0,7.609222379182855,7.626403080219326,7.494797222203446,7.626406450193304,2.3574473684210524,7.502907590270665,132.8626,-43.27959999999999,43.27959999999999,7.626406450193304,2050.664
2447,1,6,0,3,0,88.6198,6.887349441468632,7.334569399502874,7.353084142897137,12.794628288486324,9,2,16,0,7.40054152720949,7.41226797690749,7.494797222203446,7.374582117567543,5.5387375,7.502907590270665,132.8626,-44.24279999999999,44.24279999999999,7.374582117567543,1593.9252
1275,1,13,0,4,0,193.8478,7.372256462831126,7.530050480329019,7.374825138247131,5.996904788189494,12,1,18,0,7.583980893998901,7.603926109403291,7.49294468503679,7.644097476216769,10.769322222222222,7.60342826700307,143.8102,50.0376,50.0376,7.644097476216769,2087.283
8190,0,14,0,0,0,94.412,6.674549559310375,8.024200479454251,7.219593462642982,13.822056518239206,2,3,40,0,7.950921298879122,8.121466470910779,7.383310345446207,7.899336249571687,2.3603,7.502907590270665,144.6773,-50.2653,50.2653,7.899336249571687,2694.4926
8479,1,13,0,4,0,99.1042,7.226423900588249,7.525084721442317,7.36003598848004,26.02623501324868,12,1,26,0,7.583980893998901,7.584319360533787,7.49294468503679,7.644097476216769,3.8117,7.305455015205315,147.5247,-48.42049999999999,48.42049999999999,7.644097476216769,2087.283
1789,1,13,0,4,0,173.8054,6.319813386183203,5.581046359243091,7.375470956453296,1.007479629516689,12,0,40,0,5.558089741325828,5.584702693357622,7.49294468503679,5.738475573655711,4.345135,7.305455015205315,147.5247,26.2807,26.2807,5.738475573655711,309.597
6932,0,7,0,0,0,252.8382,7.984691951824921,7.505268090848811,7.340524107753127,24.95056126803626,1,1,28,0,7.468544092939159,7.573942169284693,7.383310345446207,7.512409112249449,9.029935714285717,7.305455015205315,127.3849,125.4533,125.4533,7.512409112249449,1829.6184
2017,0,7,0,0,0,189.9872,8.11255994065597,5.533153601523527,7.234096076606178,3.981051355038656,1,0,27,0,5.42796392077867,5.526809787121378,7.383310345446207,4.983181877441979,7.036562962962963,7.502907590270665,154.4498,35.53739999999999,35.53739999999999,4.983181877441979,145.8102
4852,1,13,0,4,0,214.6218,8.19078631899402,7.472976498600231,7.373886730860339,8.962259192682193,12,1,23,0,7.583980893998901,7.515314505368987,7.49294468503679,7.644097476216769,9.331382608695652,7.60342826700307,143.8102,70.8116,70.8116,7.644097476216769,2087.283
5533,1,13,0,4,0,197.1084,7.537772227625021,7.472976498600231,7.373886730860339,11.072548912172186,12,1,23,0,7.583980893998901,7.515314505368987,7.49294468503679,7.644097476216769,8.569930434782608,7.60342826700307,143.8102,53.29819999999998,53.29819999999998,7.644097476216769,2087.283
1457,1,6,1,3,0,188.4214,7.399490565830939,7.530050480329019,7.350174364288564,14.999999999999996,9,1,18,0,7.609222379182855,7.603926109403291,7.494797222203446,7.626406450193304,10.467855555555555,7.60342826700307,147.6418,40.779600000000016,40.779600000000016,7.626406450193304,2050.664
3255,1,3,1,4,0,206.9638,7.749134303915046,7.530050480329019,7.35933000338352,35.01691116997275,6,1,18,0,7.583980893998901,7.603926109403291,7.49294468503679,7.617270716092915,11.497988888888887,7.60342826700307,143.1654,63.79839999999999,63.79839999999999,7.617270716092915,2032.0216
3758,1,13,0,4,0,169.2816,7.553115763757085,8.024200479454251,7.374825138247131,20.81391952817082,12,3,40,0,8.122652592960296,8.121466470910779,7.49294468503679,8.167469346797978,4.23204,7.502907590270665,147.5102,21.7714,21.7714,8.167469346797978,3523.4136
2163,1,13,1,4,0,35.019,6.383310875474284,7.497239398596627,7.374825138247131,18.82241069133899,12,1,28,0,7.583980893998901,7.573942169284693,7.49294468503679,7.644097476216769,1.2506785714285713,7.305455015205315,147.5247,-112.5057,112.5057,7.644097476216769,2087.283
7375,1,10,0,3,0,102.3648,7.810983856790732,7.362077913097834,7.295400944042438,15.219802119478564,10,2,16,0,7.40054152720949,7.41226797690749,7.494797222203446,7.474255844978771,6.3978,7.502907590270665,143.7812,-41.41640000000001,41.41640000000001,7.474255844978771,1762.3726
4042,1,6,0,3,0,117.2466,6.9613512659352175,7.525084721442317,7.327570953546424,19.09723096448,9,1,26,0,7.609222379182855,7.584319360533787,7.494797222203446,7.626406450193304,4.509484615384616,7.305455015205315,148.2418,-30.99520000000001,30.99520000000001,7.626406450193304,2050.664
1514,1,13,0,4,0,147.476,7.288778146224745,8.010825440111935,7.375470956453296,22.844042420461616,12,3,40,0,8.122652592960296,8.121466470910779,7.49294468503679,8.167469346797978,3.6869,7.502907590270665,147.5102,-0.0341999999999984,0.0341999999999984,8.167469346797978,3523.4136
7589,1,0,1,4,0,123.0072,8.269749065009817,7.525084721442317,7.181712986424338,15.934963156628225,3,1,26,0,7.583980893998901,7.584319360533787,7.49294468503679,7.47630269409516,4.731046153846154,7.305455015205315,107.2938,15.713399999999991,15.713399999999991,7.47630269409516,1764.7029
4493,1,6,1,3,0,122.9072,7.001182003414745,8.040429555045952,7.327570953546424,36.879583946261896,9,3,40,0,8.191943178961345,8.121466470910779,7.494797222203446,8.293491502175813,3.07268,7.502907590270665,132.8626,-9.955399999999983,9.955399999999983,8.293491502175813,3996.7974
6406,1,10,0,3,0,221.7798,8.13406265356442,7.542041168091658,7.295400944042438,13.911624052325768,10,1,26,0,7.609222379182855,7.584319360533787,7.494797222203446,7.60872716652003,8.529992307692307,7.305455015205315,140.318,81.46179999999998,81.46179999999998,7.60872716652003,2014.7108
6665,1,13,1,4,0,165.1158,7.891649629778626,7.305528207619562,7.36003598848004,11.133239823202867,12,2,16,0,7.417477939024452,7.41226797690749,7.49294468503679,7.534967635573844,10.3197375,7.502907590270665,147.5102,17.60560000000001,17.60560000000001,7.534967635573844,1871.5638
6852,2,9,0,2,0,124.673,7.658627075377439,7.506569377653555,7.335696684322737,16.795464936273294,15,1,18,0,7.661010252118305,7.603926109403291,7.550937125130511,7.716940685013205,6.926277777777778,7.60342826700307,156.4656,-31.792599999999997,31.792599999999997,7.716940685013205,2245.0776
5779,1,6,0,3,0,119.744,7.29887193248663,7.549659490047381,7.327570953546424,28.02338321753073,9,1,21,0,7.609222379182855,7.654563787922667,7.494797222203446,7.626406450193304,5.702095238095238,7.60342826700307,147.6418,-27.89779999999999,27.89779999999999,7.626406450193304,2050.664
3812,2,9,0,2,0,164.9184,7.781449751206471,7.454404589071041,7.335696684322737,18.02182897723965,15,1,38,0,7.661010252118305,7.626403080219326,7.550937125130511,7.716940685013205,4.339957894736842,7.502907590270665,153.7498,11.168599999999998,11.168599999999998,7.716940685013205,2245.0776
1198,1,3,1,4,0,149.1418,6.97640532493043,7.514959487516445,7.311146851498315,7.892719546096402,6,1,26,0,7.583980893998901,7.584319360533787,7.49294468503679,7.617270716092915,5.736223076923077,7.305455015205315,141.3838,7.757999999999981,7.757999999999981,7.617270716092915,2032.0216
7217,1,0,0,4,0,107.128,7.324293485152784,5.562252196530046,7.194959824287667,2.9831976700769163,3,0,40,0,5.558089741325828,5.584702693357622,7.49294468503679,5.414805341753303,2.6782,7.305455015205315,107.2938,-0.1658000000000044,0.1658000000000044,5.414805341753303,223.7088
1824,1,13,0,4,0,198.8084,7.836089244233961,5.533153601523527,7.36003598848004,4.989940062894725,12,0,27,0,5.558089741325828,5.526809787121378,7.49294468503679,5.738475573655711,7.363274074074074,7.502907590270665,147.5102,51.29820000000001,51.29820000000001,5.738475573655711,309.597
116,1,5,1,4,0,192.4478,7.858217272998871,7.506569377653555,7.241839213755741,25.168876962999818,8,1,18,0,7.583980893998901,7.603926109403291,7.49294468503679,7.525417416584517,10.691544444444444,7.60342826700307,141.5838,50.864,50.864,7.525417416584517,1853.5872
7524,1,6,0,3,0,132.9284,7.171905175699481,7.530050480329019,7.350174364288564,24.793121710635216,9,1,18,0,7.609222379182855,7.603926109403291,7.494797222203446,7.626406450193304,7.384911111111112,7.60342826700307,147.6418,-14.71339999999998,14.71339999999998,7.626406450193304,2050.664
494,1,6,0,3,0,128.8678,7.609856118717714,7.589657249124998,7.350174364288564,10.854890050113378,9,1,21,0,7.609222379182855,7.654563787922667,7.494797222203446,7.626406450193304,6.136561904761904,7.60342826700307,147.6418,-18.774,18.774,7.626406450193304,2050.664
6834,1,10,1,3,0,47.1744,5.321839517736734,7.539597872515122,7.284249183209096,21.113926197259524,10,1,26,0,7.609222379182855,7.584319360533787,7.494797222203446,7.60872716652003,1.8144,7.305455015205315,140.318,-93.14360000000002,93.14360000000002,7.60872716652003,2014.7108
2058,1,5,1,4,0,85.5566,7.218512175378921,7.549659490047381,7.241839213755741,10.871430140982692,8,1,21,0,7.583980893998901,7.654563787922667,7.49294468503679,7.525417416584517,4.07412380952381,7.60342826700307,141.5838,-56.02719999999999,56.02719999999999,7.525417416584517,1853.5872
2241,1,0,1,4,0,65.8142,6.872174780265889,7.501098700914035,7.214484790494008,13.019752576191763,3,1,28,0,7.583980893998901,7.573942169284693,7.49294468503679,7.47630269409516,2.350507142857143,7.305455015205315,107.2938,-41.479600000000005,41.479600000000005,7.47630269409516,1764.7029
5843,1,6,0,3,0,193.7794,7.162020670909844,8.010825440111935,7.353084142897137,25.16771648585968,9,3,40,0,8.191943178961345,8.121466470910779,7.494797222203446,8.293491502175813,4.844485000000001,7.502907590270665,132.8626,60.91680000000002,60.91680000000002,8.293491502175813,3996.7974
6318,1,0,1,4,0,50.5008,6.228526782559396,7.362077913097834,7.194959824287667,5.009900833254127,3,2,16,0,7.417477939024452,7.41226797690749,7.49294468503679,7.338873873524341,3.1563,7.502907590270665,119.744,-69.2432,69.2432,7.338873873524341,1538.3309
469,1,5,1,4,0,192.1846,7.504653505039974,7.362077913097834,7.236175194377211,5.965658018384406,8,2,16,0,7.417477939024452,7.41226797690749,7.49294468503679,7.408375753103087,12.0115375,7.502907590270665,129.431,62.75359999999998,62.75359999999998,7.408375753103087,1648.8537
7292,1,2,1,4,0,54.5614,6.583395893637325,8.039122097700634,7.133681576947114,31.3977170673773,5,3,40,0,8.122652592960296,8.121466470910779,7.49294468503679,8.260484169875683,1.364035,7.502907590270665,157.663,-103.10160000000002,103.10160000000002,8.260484169875683,3866.9664
7073,1,13,0,4,0,258.062,7.006595511275284,7.341617482908678,7.374825138247131,11.068200664956484,12,2,16,0,7.417477939024452,7.41226797690749,7.49294468503679,7.534967635573844,16.128875,7.502907590270665,147.5102,110.5518,110.5518,7.534967635573844,1871.5638
7587,1,10,1,3,0,101.9674,7.013571494478876,7.549659490047381,7.262047573887133,16.98332800483292,10,1,21,0,7.609222379182855,7.654563787922667,7.494797222203446,7.60872716652003,4.855590476190476,7.60342826700307,150.7366,-48.76920000000001,48.76920000000001,7.60872716652003,2014.7108
8161,1,10,1,3,0,181.8608,7.584563210003708,7.531111528493944,7.303711000270165,25.261188777350604,10,1,26,0,7.609222379182855,7.584319360533787,7.494797222203446,7.60872716652003,6.994646153846154,7.305455015205315,140.318,41.5428,41.5428,7.60872716652003,2014.7108
809,1,0,1,4,0,172.3422,8.150969195228015,8.010825440111935,7.147534529590462,45.02611084226612,3,3,40,0,8.122652592960296,8.121466470910779,7.49294468503679,8.054386259708407,4.308555,7.502907590270665,119.744,52.59819999999999,52.59819999999999,8.054386259708407,3146.5708
5789,2,9,0,2,0,40.8112,6.441547092674993,7.577155594126957,7.342334633911306,13.573372015525154,15,1,21,0,7.661010252118305,7.654563787922667,7.550937125130511,7.716940685013205,1.943390476190476,7.60342826700307,156.4656,-115.6544,115.6544,7.716940685013205,2245.0776
4649,1,3,0,4,0,163.2894,8.00110455368936,7.573811673196162,7.360147735140188,27.742787958067098,6,1,21,0,7.583980893998901,7.654563787922667,7.49294468503679,7.617270716092915,7.775685714285714,7.60342826700307,143.1654,20.123999999999995,20.123999999999995,7.617270716092915,2032.0216
3105,1,13,0,4,0,125.7704,7.907694363705886,5.546156483390481,7.375470956453296,1.9904588042973552,12,0,27,0,5.558089741325828,5.526809787121378,7.49294468503679,5.738475573655711,4.658162962962963,7.502907590270665,147.5102,-21.7398,21.7398,5.738475573655711,309.597
5498,1,10,1,3,0,104.599,7.36150321892985,7.341617482908678,7.284249183209096,2.9598466524536566,10,2,16,0,7.40054152720949,7.41226797690749,7.494797222203446,7.474255844978771,6.5374375,7.502907590270665,143.7812,-39.18220000000001,39.18220000000001,7.474255844978771,1762.3726
1326,1,5,0,4,0,258.3304,7.87899909067182,7.464363843279843,7.2346129455711905,13.0,8,1,38,0,7.583980893998901,7.626403080219326,7.49294468503679,7.525417416584517,6.798168421052631,7.502907590270665,129.431,128.8994,128.8994,7.525417416584517,1853.5872
2976,2,9,0,2,0,173.2054,8.131416939344188,7.4836806477602815,7.335696684322737,28.30714977708548,15,1,28,0,7.661010252118305,7.573942169284693,7.550937125130511,7.716940685013205,6.185907142857142,7.305455015205315,151.4195,21.7859,21.7859,7.716940685013205,2245.0776
6509,1,13,0,4,0,144.847,7.172501284562023,7.497239398596627,7.374825138247131,16.800479126250448,12,1,28,0,7.583980893998901,7.573942169284693,7.49294468503679,7.644097476216769,5.173107142857143,7.305455015205315,147.5247,-2.6776999999999878,2.6776999999999878,7.644097476216769,2087.283
2248,2,8,0,2,0,175.3028,8.062068559719767,7.545309431231203,7.227665745166139,17.174555112639382,14,1,18,0,7.661010252118305,7.603926109403291,7.550937125130511,7.576504228617177,9.739044444444444,7.60342826700307,129.2626,46.0402,46.0402,7.576504228617177,1950.794
6151,1,13,1,4,0,78.796,6.704649499588644,7.341617482908678,7.374825138247131,3.041880298492308,12,2,16,0,7.417477939024452,7.41226797690749,7.49294468503679,7.534967635573844,4.92475,7.502907590270665,147.5102,-68.71419999999999,68.71419999999999,7.534967635573844,1871.5638
5391,1,5,1,4,0,101.799,6.136703151020472,7.362077913097834,7.236175194377211,19.26129922690793,8,2,16,0,7.417477939024452,7.41226797690749,7.49294468503679,7.408375753103087,6.3624375,7.502907590270665,129.431,-27.632000000000005,27.632000000000005,7.408375753103087,1648.8537
7699,2,8,0,2,0,56.893,6.392861169769756,7.497239398596627,7.2548398234259555,20.8892658147751,14,1,28,0,7.661010252118305,7.573942169284693,7.550937125130511,7.576504228617177,2.031892857142857,7.305455015205315,130.3468,-73.4538,73.4538,7.576504228617177,1950.794
773,0,4,0,3,0,82.225,7.221246303695997,7.503081472894519,7.006107336099992,33.40133779264213,0,1,38,0,7.609222379182855,7.626403080219326,7.494797222203446,7.265721054029824,2.163815789473684,7.502907590270665,151.934,-69.709,69.709,7.571016267748703,1940.1412
5267,0,7,0,0,0,127.5362,7.164058255641312,8.024200479454251,7.254211420034652,7.893363609704537,1,3,40,0,7.950921298879122,8.121466470910779,7.383310345446207,8.069918100888467,3.188405,7.502907590270665,154.4498,-26.913600000000017,26.913600000000017,8.069918100888467,3195.84
7573,2,9,0,2,0,144.947,7.606918100122312,7.514959487516445,7.342334633911306,23.701960026768397,15,1,26,0,7.661010252118305,7.584319360533787,7.550937125130511,7.716940685013205,5.574884615384615,7.305455015205315,151.4195,-6.472499999999997,6.472499999999997,7.716940685013205,2245.0776
693,1,0,1,4,0,87.983,7.127125298707509,7.472976498600231,7.194959824287667,19.41030653649001,3,1,23,0,7.583980893998901,7.515314505368987,7.49294468503679,7.47630269409516,3.825347826086957,7.60342826700307,111.4544,-23.471400000000003,23.471400000000003,7.47630269409516,1764.7029
6546,1,6,1,3,0,173.2396,7.614760036457701,7.448250849711377,7.327570953546424,18.12468280924222,9,1,23,0,7.609222379182855,7.515314505368987,7.494797222203446,7.626406450193304,7.532156521739131,7.60342826700307,147.6418,25.597800000000007,25.597800000000007,7.626406450193304,2050.664
7808,1,5,1,4,0,110.1544,6.473097753424564,7.454404589071041,7.241839213755741,11.169761716281874,8,1,38,0,7.583980893998901,7.626403080219326,7.49294468503679,7.525417416584517,2.8988,7.502907590270665,129.431,-19.276600000000016,19.276600000000016,7.525417416584517,1853.5872
5066,1,6,0,3,0,93.3778,6.319574098654028,7.316777715354307,7.330424462937938,14.07496428487285,9,2,16,0,7.40054152720949,7.41226797690749,7.494797222203446,7.374582117567543,5.8361125,7.502907590270665,132.8626,-39.48479999999999,39.48479999999999,7.374582117567543,1593.9252
869,1,4,1,3,0,49.1692,5.7924486720646255,7.4773228928017215,7.331805396597066,18.03660828323422,7,1,38,0,7.609222379182855,7.626403080219326,7.494797222203446,7.6200566468552,1.2939263157894736,7.502907590270665,151.934,-102.7648,102.7648,7.571016267748703,1940.1412
2185,1,0,1,4,0,173.0422,8.583227710367796,7.4773228928017215,7.172191719974118,11.958391652440852,3,1,38,0,7.583980893998901,7.626403080219326,7.49294468503679,7.47630269409516,4.553742105263158,7.502907590270665,119.744,53.29820000000001,53.29820000000001,7.47630269409516,1764.7029
2802,1,3,0,4,0,260.4278,8.642685729268102,7.503081472894519,7.360147735140188,13.994624229824916,6,1,38,0,7.583980893998901,7.626403080219326,7.49294468503679,7.617270716092915,6.853363157894736,7.502907590270665,123.0059,137.4219,137.4219,7.617270716092915,2032.0216
4269,2,9,0,2,0,238.1248,8.800519953256899,7.573811673196162,7.340016325695475,17.91685032386379,15,1,21,0,7.661010252118305,7.654563787922667,7.550937125130511,7.716940685013205,11.33927619047619,7.60342826700307,156.4656,81.6592,81.6592,7.716940685013205,2245.0776
2370,2,9,0,2,0,34.919,6.388550949295958,7.4773228928017215,7.345772993646435,2.0973681949654925,15,1,38,0,7.661010252118305,7.626403080219326,7.550937125130511,7.716940685013205,0.9189210526315787,7.502907590270665,153.7498,-118.8308,118.8308,7.716940685013205,2245.0776
3926,2,11,0,1,1,154.034,7.101193116523625,7.514959487516445,7.163341858604361,15.90651414622745,16,1,26,0,7.65991307366622,7.584319360533787,7.447033773284233,7.65991307366622,5.924384615384615,7.305455015205315,142.08120000000002,11.952799999999968,11.952799999999968,7.65991307366622,2120.573
8391,1,10,0,3,0,103.3648,7.0938299177193,7.497239398596627,7.284249183209096,31.149954336485937,10,1,28,0,7.609222379182855,7.573942169284693,7.494797222203446,7.60872716652003,3.6916,7.305455015205315,140.318,-36.95320000000001,36.95320000000001,7.60872716652003,2014.7108
12,1,6,1,3,0,145.4786,7.115905027216003,7.539597872515122,7.350174364288564,10.924387504416462,9,1,26,0,7.609222379182855,7.584319360533787,7.494797222203446,7.626406450193304,5.595330769230769,7.305455015205315,148.2418,-2.763200000000012,2.763200000000012,7.626406450193304,2050.664
610,1,15,0,4,0,87.9172,7.2344386676959,8.039122097700634,7.412081697163193,43.63582552674563,13,3,40,0,8.122652592960296,8.121466470910779,7.49294468503679,8.252621338262873,2.19793,7.502907590270665,171.3448,-83.4276,83.4276,8.252621338262873,3836.6725
1705,1,4,1,3,0,234.53,7.495829012359916,7.530050480329019,7.331805396597066,27.820918432609904,7,1,18,0,7.609222379182855,7.603926109403291,7.494797222203446,7.6200566468552,13.029444444444444,7.60342826700307,150.03789999999998,84.49210000000002,84.49210000000002,7.571016267748703,1940.1412
1684,1,0,1,4,0,83.7934,7.461113001976131,7.530050480329019,7.172191719974118,17.59185329632166,3,1,18,0,7.583980893998901,7.603926109403291,7.49294468503679,7.47630269409516,4.6551888888888895,7.60342826700307,111.4544,-27.661,27.661,7.47630269409516,1764.7029
2316,2,9,0,2,0,245.546,7.51472990767399,7.503081472894519,7.340016325695475,7.022806317349907,15,1,38,0,7.661010252118305,7.626403080219326,7.550937125130511,7.716940685013205,6.461736842105263,7.502907590270665,153.7498,91.7962,91.7962,7.716940685013205,2245.0776
3234,2,9,0,2,0,153.534,7.941808909551889,8.024200479454251,7.345772993646435,48.87234097984813,15,3,40,0,8.121466470910779,8.121466470910779,7.550937125130511,8.137556285019322,3.83835,7.502907590270665,153.7498,-0.2158000000000015,0.2158000000000015,8.137556285019322,3419.5488
6957,1,6,1,3,0,172.908,7.929776055877831,7.525084721442317,7.327570953546424,36.041640641265886,9,1,26,0,7.609222379182855,7.584319360533787,7.494797222203446,7.626406450193304,6.650307692307692,7.305455015205315,148.2418,24.66619999999997,24.66619999999997,7.626406450193304,2050.664
